po_id,supplier_id,contract_id,po_date,required_date,buyer_id,currency,status
PO000683,SUP0053,,2026-09-06,2026-09-25,BUY006,INR,Approved
PO000684,SUP0038,CON0044,2026-09-06,2026-09-20,BUY009,INR,Cancelled
PO000685,SUP0063,CON0010,2026-09-06,2026-09-25,BUY002,INR,Cancelled
PO000686,SUP0003,,2026-09-06,2026-09-24,BUY010,INR,Approved
PO000687,SUP0017,CON0052,2026-09-06,2026-10-11,BUY003,INR,Approved
PO000688,SUP0002,CON0045,2026-09-06,2026-10-14,BUY010,INR,Completed
PO000689,SUP0048,CON0031,2026-09-06,2026-10-12,BUY011,INR,Approved
PO000690,SUP0097,CON0128,2026-09-06,2026-09-22,BUY003,INR,Cancelled
PO000691,SUP0061,,2026-09-06,2026-09-24,BUY009,INR,Completed
PO000692,SUP0002,,2026-09-06,2026-09-20,BUY008,INR,Completed
PO000693,SUP0099,CON0007,2026-09-06,2026-10-11,BUY007,INR,Completed
PO000694,SUP0095,CON0088,2026-09-06,2026-09-19,BUY016,INR,Completed
PO000695,SUP0088,,2026-09-06,2026-10-02,BUY006,INR,Approved
PO000696,SUP0096,CON0053,2026-09-06,2026-10-18,BUY016,INR,Approved
PO000697,SUP0026,,2026-09-06,2026-10-06,BUY007,INR,Approved
PO000698,SUP0031,CON0035,2026-09-06,2026-10-10,BUY009,INR,Cancelled
PO000699,SUP0016,,2026-09-06,2026-10-08,BUY001,INR,Approved
PO000700,SUP0075,CON0098,2026-09-06,2026-10-13,BUY012,INR,Approved
PO000701,SUP0032,CON0004,2026-09-06,2026-09-23,BUY002,INR,Approved
PO000702,SUP0046,CON0043,2026-09-06,2026-09-22,BUY005,INR,Completed
PO000703,SUP0030,,2026-09-06,2026-10-03,BUY012,INR,Completed
PO000704,SUP0094,,2026-09-06,2026-09-25,BUY013,INR,Approved
PO000705,SUP0093,,2026-09-06,2026-09-21,BUY002,INR,Completed
PO000706,SUP0091,CON0028,2026-09-06,2026-10-11,BUY007,INR,Cancelled
PO000707,SUP0024,CON0033,2026-09-06,2026-10-17,BUY009,INR,Cancelled
PO000708,SUP0071,,2026-09-06,2026-09-23,BUY005,INR,Completed
PO000709,SUP0038,CON0044,2026-09-06,2026-09-29,BUY001,INR,Cancelled
PO000710,SUP0049,,2026-09-06,2026-09-24,BUY020,INR,Approved
PO000711,SUP0100,CON0090,2026-09-06,2026-09-28,BUY018,INR,Completed
PO000712,SUP0025,CON0048,2026-09-06,2026-10-16,BUY020,INR,Approved
PO000713,SUP0042,CON0013,2026-09-06,2026-10-09,BUY004,INR,Cancelled
PO000714,SUP0085,CON0078,2026-09-06,2026-09-17,BUY006,INR,Approved
PO000715,SUP0026,,2026-09-06,2026-09-19,BUY004,INR,Approved
PO000716,SUP0074,CON0113,2026-09-06,2026-10-07,BUY002,INR,Approved
PO000717,SUP0029,,2026-09-06,2026-10-21,BUY001,INR,Approved
PO000718,SUP0084,,2026-09-06,2026-10-14,BUY003,INR,Completed
PO000719,SUP0082,CON0145,2026-09-06,2026-09-16,BUY014,INR,Approved
PO000720,SUP0091,,2026-09-06,2026-09-16,BUY009,INR,Cancelled
PO000721,SUP0006,,2026-09-06,2026-09-17,BUY003,INR,Approved
PO000722,SUP0067,,2026-09-06,2026-09-19,BUY008,INR,Cancelled
PO000723,SUP0050,CON0005,2026-09-06,2026-09-25,BUY019,INR,Approved
PO000724,SUP0072,CON0064,2026-09-06,2026-10-18,BUY019,INR,Approved
PO000725,SUP0087,CON0118,2026-09-06,2026-10-12,BUY004,INR,Approved
PO000726,SUP0024,CON0033,2026-09-06,2026-10-18,BUY006,INR,Cancelled
PO000727,SUP0077,,2026-09-06,2026-10-11,BUY011,INR,Cancelled
PO000728,SUP0042,CON0096,2026-09-06,2026-10-06,BUY014,INR,Approved
PO000729,SUP0078,CON0047,2026-09-06,2026-09-28,BUY013,INR,Cancelled
PO000730,SUP0096,CON0071,2026-09-06,2026-09-29,BUY015,INR,Completed
PO000731,SUP0001,,2026-09-06,2026-09-15,BUY020,INR,Approved
PO000732,SUP0067,,2026-09-06,2026-09-21,BUY010,INR,Approved
PO000733,SUP0039,CON0041,2026-09-06,2026-09-27,BUY001,INR,Approved
PO000734,SUP0071,,2026-09-06,2026-10-15,BUY019,INR,Approved
PO000735,SUP0013,CON0018,2026-09-06,2026-09-15,BUY005,INR,Approved
PO000736,SUP0047,,2026-09-06,2026-10-20,BUY009,INR,Approved
PO000737,SUP0012,CON0027,2026-09-06,2026-10-19,BUY003,INR,Approved
PO000738,SUP0062,CON0011,2026-09-06,2026-09-24,BUY020,INR,Approved
PO000739,SUP0005,CON0051,2026-09-06,2026-10-19,BUY011,INR,Approved
PO000740,SUP0056,,2026-09-06,2026-10-09,BUY004,INR,Approved
PO000741,SUP0096,,2026-09-06,2026-10-21,BUY013,INR,Approved
PO000742,SUP0040,CON0126,2026-09-06,2026-10-16,BUY011,INR,Cancelled
PO000743,SUP0090,CON0101,2026-09-06,2026-09-27,BUY015,INR,Cancelled
PO000744,SUP0074,CON0113,2026-09-06,2026-10-15,BUY010,INR,Completed
PO000745,SUP0019,,2026-09-06,2026-09-21,BUY016,INR,Cancelled
PO000746,SUP0096,CON0053,2026-09-06,2026-09-16,BUY003,INR,Completed
PO000747,SUP0065,,2026-09-06,2026-10-10,BUY005,INR,Approved
PO000748,SUP0062,CON0056,2026-09-06,2026-10-18,BUY019,INR,Approved
PO000749,SUP0072,CON0064,2026-09-06,2026-10-16,BUY009,INR,Completed
PO000750,SUP0042,CON0096,2026-09-06,2026-10-19,BUY014,INR,Completed
PO000751,SUP0047,,2026-09-06,2026-10-05,BUY012,INR,Cancelled
PO000752,SUP0084,,2026-09-06,2026-09-14,BUY006,INR,Approved
PO000753,SUP0079,CON0092,2026-09-06,2026-10-11,BUY002,INR,Approved
PO000754,SUP0026,,2026-09-06,2026-10-06,BUY003,INR,Approved
PO000755,SUP0095,CON0142,2026-09-06,2026-09-16,BUY005,INR,Approved
PO000756,SUP0002,CON0045,2026-09-06,2026-10-04,BUY010,INR,Completed
PO000757,SUP0061,,2026-09-06,2026-09-14,BUY018,INR,Approved
PO000758,SUP0027,CON0136,2026-09-06,2026-10-17,BUY018,INR,Completed
PO000759,SUP0080,CON0025,2026-09-06,2026-09-22,BUY013,INR,Cancelled
PO000760,SUP0085,CON0078,2026-09-06,2026-10-16,BUY002,INR,Approved
PO000761,SUP0026,,2026-09-06,2026-09-30,BUY001,INR,Approved
PO000762,SUP0050,CON0014,2026-09-06,2026-09-30,BUY004,INR,Approved
PO000763,SUP0038,CON0044,2026-09-06,2026-10-07,BUY017,INR,Approved
PO000764,SUP0041,,2026-09-06,2026-10-14,BUY018,INR,Approved
PO000765,SUP0024,CON0033,2026-09-06,2026-09-25,BUY018,INR,Approved
PO000766,SUP0006,,2026-09-06,2026-09-28,BUY010,INR,Approved
PO000767,SUP0063,CON0010,2026-09-06,2026-10-08,BUY012,INR,Approved
PO000768,SUP0046,CON0076,2026-09-06,2026-10-02,BUY002,INR,Approved
PO000769,SUP0050,,2026-09-06,2026-09-14,BUY009,INR,Approved
PO000770,SUP0020,,2026-09-06,2026-10-04,BUY005,INR,Approved
PO000771,SUP0094,,2026-09-06,2026-10-07,BUY020,INR,Approved
PO000772,SUP0054,CON0131,2026-09-06,2026-09-28,BUY010,INR,Cancelled
PO000773,SUP0043,CON0082,2026-09-06,2026-10-11,BUY005,INR,Cancelled
PO000774,SUP0070,,2026-09-06,2026-09-25,BUY010,INR,Cancelled
PO000775,SUP0018,,2026-09-06,2026-10-10,BUY005,INR,Cancelled
PO000776,SUP0021,,2026-09-06,2026-10-03,BUY018,INR,Approved
PO000777,SUP0024,,2026-09-06,2026-10-03,BUY005,INR,Approved
PO000778,SUP0098,,2026-09-06,2026-10-03,BUY014,INR,Completed
PO000779,SUP0039,CON0066,2026-09-06,2026-10-11,BUY009,INR,Approved
PO000780,SUP0100,CON0090,2026-09-06,2026-09-25,BUY001,INR,Cancelled
PO000781,SUP0079,CON0034,2026-09-06,2026-09-30,BUY020,INR,Approved
PO000782,SUP0030,CON0063,2026-09-06,2026-09-14,BUY005,INR,Cancelled
PO000783,SUP0078,CON0047,2026-09-06,2026-10-13,BUY006,INR,Completed
PO000784,SUP0063,CON0010,2026-09-06,2026-10-13,BUY008,INR,Approved
PO000785,SUP0053,,2026-09-06,2026-09-13,BUY014,INR,Approved
PO000786,SUP0096,,2026-09-06,2026-09-25,BUY003,INR,Approved
PO000787,SUP0057,CON0074,2026-09-06,2026-10-14,BUY008,INR,Completed
PO000788,SUP0052,CON0146,2026-09-06,2026-09-15,BUY011,INR,Completed
PO000789,SUP0079,CON0034,2026-09-06,2026-10-19,BUY017,INR,Approved
PO000790,SUP0058,,2026-09-06,2026-10-12,BUY002,INR,Approved
PO000791,SUP0067,,2026-09-06,2026-10-17,BUY002,INR,Cancelled
PO000792,SUP0050,,2026-09-06,2026-10-16,BUY002,INR,Approved
PO000793,SUP0038,CON0044,2026-09-06,2026-10-11,BUY010,INR,Completed
PO000794,SUP0022,,2026-09-06,2026-10-10,BUY002,INR,Cancelled
PO000795,SUP0019,,2026-09-06,2026-10-12,BUY015,INR,Approved
PO000796,SUP0093,,2026-09-06,2026-10-15,BUY019,INR,Cancelled
PO000797,SUP0018,CON0069,2026-09-06,2026-10-08,BUY001,INR,Approved
PO000798,SUP0059,,2026-09-06,2026-10-20,BUY007,INR,Completed
PO000799,SUP0012,CON0027,2026-09-06,2026-09-29,BUY004,INR,Approved
PO000800,SUP0015,CON0068,2026-09-06,2026-10-11,BUY017,INR,Completed
PO000801,SUP0094,,2026-09-06,2026-10-15,BUY006,INR,Completed
PO000802,SUP0071,,2026-09-06,2026-10-07,BUY006,INR,Approved
PO000803,SUP0073,CON0080,2026-09-06,2026-09-22,BUY006,INR,Approved
PO000804,SUP0054,CON0131,2026-09-06,2026-10-02,BUY010,INR,Approved
PO000805,SUP0016,,2026-09-06,2026-09-21,BUY001,INR,Cancelled
PO000806,SUP0098,CON0116,2026-09-06,2026-09-29,BUY016,INR,Cancelled
PO000807,SUP0001,,2026-09-06,2026-10-21,BUY008,INR,Approved
PO000808,SUP0076,CON0149,2026-09-06,2026-10-13,BUY003,INR,Cancelled
PO000809,SUP0077,CON0112,2026-09-06,2026-09-13,BUY020,INR,Cancelled
PO000810,SUP0027,CON0081,2026-09-06,2026-09-16,BUY012,INR,Approved
PO000811,SUP0019,,2026-09-06,2026-09-15,BUY020,INR,Approved
PO000812,SUP0043,CON0110,2026-09-06,2026-09-18,BUY006,INR,Approved
PO000813,SUP0087,CON0058,2026-09-06,2026-10-01,BUY015,INR,Cancelled
PO000814,SUP0047,,2026-09-06,2026-09-15,BUY010,INR,Approved
PO000815,SUP0048,,2026-09-06,2026-10-07,BUY014,INR,Cancelled
PO000816,SUP0009,,2026-09-06,2026-10-01,BUY004,INR,Approved
PO000817,SUP0043,CON0082,2026-09-06,2026-10-16,BUY007,INR,Cancelled
PO000818,SUP0008,CON0109,2026-09-06,2026-09-19,BUY016,INR,Cancelled
PO000819,SUP0091,CON0028,2026-09-06,2026-10-01,BUY009,INR,Cancelled
PO000820,SUP0074,,2026-09-06,2026-10-05,BUY020,INR,Cancelled
PO000821,SUP0064,,2026-09-06,2026-10-16,BUY016,INR,Completed
PO000822,SUP0024,CON0033,2026-09-06,2026-09-27,BUY001,INR,Approved
PO000823,SUP0004,CON0085,2026-09-06,2026-10-12,BUY007,INR,Cancelled
PO000824,SUP0054,CON0131,2026-09-06,2026-10-09,BUY018,INR,Approved
PO000825,SUP0002,CON0045,2026-09-06,2026-09-25,BUY003,INR,Approved
PO000826,SUP0039,CON0009,2026-09-06,2026-10-15,BUY004,INR,Approved
PO000827,SUP0044,,2026-09-06,2026-10-08,BUY020,INR,Approved
PO000828,SUP0023,CON0087,2026-09-06,2026-09-25,BUY016,INR,Completed
PO000829,SUP0005,CON0051,2026-09-06,2026-09-21,BUY018,INR,Approved
PO000830,SUP0060,,2026-09-06,2026-10-09,BUY002,INR,Cancelled
PO000831,SUP0039,CON0041,2026-09-06,2026-10-19,BUY018,INR,Cancelled
PO000832,SUP0003,,2026-09-06,2026-09-26,BUY011,INR,Approved
PO000833,SUP0009,,2026-09-06,2026-09-22,BUY001,INR,Approved
PO000834,SUP0049,,2026-09-06,2026-10-17,BUY019,INR,Cancelled
PO000835,SUP0050,CON0014,2026-09-06,2026-09-24,BUY011,INR,Approved
PO000836,SUP0035,CON0003,2026-09-06,2026-10-09,BUY012,INR,Completed
PO000837,SUP0039,CON0009,2026-09-06,2026-09-26,BUY004,INR,Approved
PO000838,SUP0005,,2026-09-06,2026-09-25,BUY015,INR,Cancelled
PO000839,SUP0004,,2026-09-06,2026-10-13,BUY005,INR,Approved
PO000840,SUP0044,,2026-09-06,2026-10-13,BUY017,INR,Approved
PO000841,SUP0100,CON0090,2026-09-06,2026-10-03,BUY017,INR,Approved
PO000842,SUP0027,CON0081,2026-09-06,2026-09-15,BUY001,INR,Approved
PO000843,SUP0006,,2026-09-06,2026-10-21,BUY011,INR,Completed
PO000844,SUP0006,CON0067,2026-09-06,2026-09-19,BUY001,INR,Cancelled
PO000845,SUP0098,CON0012,2026-09-06,2026-10-02,BUY011,INR,Approved
PO000846,SUP0025,CON0077,2026-09-06,2026-10-01,BUY015,INR,Approved
PO000847,SUP0035,CON0003,2026-09-06,2026-09-22,BUY001,INR,Cancelled
PO000848,SUP0072,CON0064,2026-09-06,2026-10-15,BUY018,INR,Approved
PO000849,SUP0035,,2026-09-06,2026-09-22,BUY010,INR,Cancelled
PO000850,SUP0032,CON0004,2026-09-06,2026-09-23,BUY018,INR,Completed
PO000851,SUP0007,CON0079,2026-09-06,2026-09-21,BUY004,INR,Completed
PO000852,SUP0007,CON0079,2026-09-06,2026-09-18,BUY020,INR,Cancelled
PO000853,SUP0081,,2026-09-06,2026-10-11,BUY010,INR,Approved
PO000854,SUP0026,,2026-09-06,2026-10-17,BUY015,INR,Cancelled
PO000855,SUP0017,,2026-09-06,2026-09-18,BUY015,INR,Approved
PO000856,SUP0059,CON0143,2026-09-06,2026-10-02,BUY016,INR,Approved
PO000857,SUP0029,,2026-09-06,2026-09-22,BUY020,INR,Approved
PO000858,SUP0047,,2026-09-06,2026-10-08,BUY011,INR,Approved
PO000859,SUP0059,CON0143,2026-09-06,2026-10-14,BUY004,INR,Approved
PO000860,SUP0062,,2026-09-06,2026-10-12,BUY010,INR,Approved
PO000861,SUP0078,CON0047,2026-09-06,2026-10-19,BUY013,INR,Approved
PO000862,SUP0042,CON0030,2026-09-06,2026-10-18,BUY018,INR,Completed
PO000863,SUP0052,CON0094,2026-09-06,2026-10-20,BUY018,INR,Approved
PO000864,SUP0062,CON0011,2026-09-06,2026-10-07,BUY019,INR,Completed
PO000865,SUP0056,,2026-09-06,2026-10-19,BUY018,INR,Approved
PO000866,SUP0023,CON0087,2026-09-06,2026-09-17,BUY004,INR,Cancelled
PO000867,SUP0077,CON0099,2026-09-06,2026-10-12,BUY015,INR,Approved
PO000868,SUP0040,CON0126,2026-09-06,2026-10-08,BUY020,INR,Completed
PO000869,SUP0042,CON0013,2026-09-06,2026-10-14,BUY003,INR,Approved
PO000870,SUP0018,,2026-09-06,2026-10-20,BUY001,INR,Approved
PO000871,SUP0085,CON0114,2026-09-06,2026-09-22,BUY013,INR,Cancelled
PO000872,SUP0074,CON0113,2026-09-06,2026-10-11,BUY010,INR,Cancelled
PO000873,SUP0087,,2026-09-06,2026-10-02,BUY014,INR,Approved
PO000874,SUP0012,CON0059,2026-09-06,2026-10-20,BUY005,INR,Approved
PO000875,SUP0008,,2026-09-06,2026-10-06,BUY002,INR,Approved
PO000876,SUP0091,,2026-09-06,2026-10-18,BUY012,INR,Approved
PO000877,SUP0037,CON0133,2026-09-06,2026-09-14,BUY011,INR,Completed
PO000878,SUP0052,CON0094,2026-09-06,2026-10-07,BUY006,INR,Completed
PO000879,SUP0018,CON0069,2026-09-06,2026-09-25,BUY014,INR,Approved
PO000880,SUP0037,CON0133,2026-09-06,2026-09-21,BUY001,INR,Approved
PO000881,SUP0093,,2026-09-06,2026-10-14,BUY005,INR,Approved
PO000882,SUP0018,,2026-09-06,2026-10-09,BUY020,INR,Completed
PO000883,SUP0080,CON0147,2026-09-06,2026-09-24,BUY018,INR,Completed
PO000884,SUP0050,CON0014,2026-09-06,2026-10-05,BUY020,INR,Approved
PO000885,SUP0074,,2026-09-06,2026-10-14,BUY008,INR,Cancelled
PO000886,SUP0035,,2026-09-06,2026-10-09,BUY019,INR,Approved
PO000887,SUP0005,CON0051,2026-09-06,2026-09-15,BUY004,INR,Cancelled
PO000888,SUP0062,CON0056,2026-09-06,2026-09-18,BUY015,INR,Cancelled
PO000889,SUP0011,,2026-09-06,2026-10-16,BUY003,INR,Approved
PO000890,SUP0061,,2026-09-06,2026-09-17,BUY018,INR,Cancelled
PO000891,SUP0040,,2026-09-06,2026-09-16,BUY018,INR,Approved
PO000892,SUP0061,,2026-09-06,2026-10-12,BUY016,INR,Cancelled
PO000893,SUP0094,,2026-09-06,2026-10-04,BUY010,INR,Approved
PO000894,SUP0022,,2026-09-06,2026-09-15,BUY020,INR,Approved
PO000895,SUP0094,,2026-09-06,2026-10-19,BUY016,INR,Cancelled
PO000896,SUP0022,,2026-09-06,2026-10-19,BUY010,INR,Cancelled
PO000897,SUP0004,CON0085,2026-09-06,2026-10-01,BUY017,INR,Approved
PO000898,SUP0036,CON0083,2026-09-06,2026-09-29,BUY009,INR,Approved
PO000899,SUP0002,CON0045,2026-09-06,2026-09-20,BUY015,INR,Approved
PO000900,SUP0023,,2026-09-06,2026-09-29,BUY008,INR,Completed
PO000901,SUP0024,,2026-09-06,2026-10-16,BUY011,INR,Approved
PO000902,SUP0019,,2026-09-06,2026-10-21,BUY005,INR,Completed
PO000903,SUP0097,,2026-09-06,2026-10-09,BUY008,INR,Completed
PO000904,SUP0093,,2026-09-06,2026-09-23,BUY012,INR,Approved
PO000905,SUP0083,,2026-09-06,2026-09-29,BUY004,INR,Approved
PO000906,SUP0022,,2026-09-06,2026-10-12,BUY010,INR,Completed
PO000907,SUP0096,CON0108,2026-09-06,2026-10-17,BUY013,INR,Completed
PO000908,SUP0034,CON0021,2026-09-06,2026-09-22,BUY001,INR,Approved
PO000909,SUP0058,,2026-09-06,2026-10-07,BUY017,INR,Approved
PO000910,SUP0013,CON0072,2026-09-06,2026-10-17,BUY020,INR,Approved
PO000911,SUP0043,CON0082,2026-09-06,2026-09-30,BUY009,INR,Cancelled
PO000912,SUP0051,,2026-09-06,2026-10-12,BUY008,INR,Cancelled
PO000913,SUP0099,CON0007,2026-09-06,2026-09-25,BUY011,INR,Cancelled
PO000914,SUP0002,,2026-09-06,2026-09-13,BUY001,INR,Completed
PO000915,SUP0013,CON0072,2026-09-06,2026-10-16,BUY012,INR,Approved
PO000916,SUP0093,,2026-09-06,2026-10-01,BUY002,INR,Approved
PO000917,SUP0080,CON0025,2026-09-06,2026-09-18,BUY020,INR,Approved
PO000918,SUP0091,CON0028,2026-09-06,2026-09-20,BUY013,INR,Cancelled
PO000919,SUP0024,CON0033,2026-09-06,2026-09-20,BUY010,INR,Completed
PO000920,SUP0085,CON0114,2026-09-06,2026-09-17,BUY014,INR,Approved
PO000921,SUP0033,,2026-09-06,2026-09-23,BUY009,INR,Approved
PO000922,SUP0049,,2026-09-06,2026-10-07,BUY002,INR,Approved
PO000923,SUP0034,CON0021,2026-09-06,2026-09-24,BUY007,INR,Cancelled
PO000924,SUP0051,CON0022,2026-09-06,2026-09-24,BUY005,INR,Cancelled
PO000925,SUP0099,CON0007,2026-09-06,2026-10-10,BUY015,INR,Approved
PO000926,SUP0014,CON0091,2026-09-06,2026-09-15,BUY015,INR,Approved
PO000927,SUP0064,,2026-09-06,2026-09-22,BUY001,INR,Approved
PO000928,SUP0086,CON0134,2026-09-06,2026-10-07,BUY013,INR,Cancelled
PO000929,SUP0001,CON0121,2026-09-06,2026-10-15,BUY016,INR,Completed
PO000930,SUP0052,CON0094,2026-09-06,2026-09-17,BUY013,INR,Completed
PO000931,SUP0016,CON0138,2026-09-06,2026-10-19,BUY011,INR,Approved
PO000932,SUP0052,CON0094,2026-09-06,2026-09-16,BUY012,INR,Cancelled
PO000933,SUP0044,,2026-09-06,2026-09-18,BUY010,INR,Approved
PO000934,SUP0023,CON0087,2026-09-06,2026-10-18,BUY007,INR,Approved
PO000935,SUP0090,,2026-09-06,2026-10-07,BUY012,INR,Completed
PO000936,SUP0011,CON0107,2026-09-06,2026-10-11,BUY002,INR,Approved
PO000937,SUP0004,CON0085,2026-09-06,2026-10-20,BUY003,INR,Cancelled
PO000938,SUP0083,CON0065,2026-09-06,2026-10-02,BUY001,INR,Approved
PO000939,SUP0044,,2026-09-06,2026-09-16,BUY002,INR,Completed
PO000940,SUP0016,,2026-09-06,2026-09-26,BUY017,INR,Completed
PO000941,SUP0087,CON0058,2026-09-06,2026-10-17,BUY003,INR,Approved
PO000942,SUP0095,CON0088,2026-09-06,2026-09-22,BUY016,INR,Cancelled
PO000943,SUP0006,CON0067,2026-09-06,2026-09-28,BUY001,INR,Approved
PO000944,SUP0081,,2026-09-06,2026-09-16,BUY004,INR,Completed
PO000945,SUP0079,,2026-09-06,2026-09-23,BUY003,INR,Approved
PO000946,SUP0015,CON0068,2026-09-06,2026-10-14,BUY003,INR,Approved
PO000947,SUP0055,,2026-09-06,2026-10-04,BUY013,INR,Approved
PO000948,SUP0016,CON0138,2026-09-06,2026-10-19,BUY007,INR,Approved
PO000949,SUP0076,CON0149,2026-09-06,2026-09-24,BUY009,INR,Approved
PO000950,SUP0097,CON0128,2026-09-06,2026-10-09,BUY018,INR,Approved
PO000951,SUP0057,,2026-09-06,2026-09-28,BUY002,INR,Approved
PO000952,SUP0013,,2026-09-06,2026-10-07,BUY001,INR,Completed
PO000953,SUP0011,CON0107,2026-09-06,2026-09-13,BUY019,INR,Approved
PO000954,SUP0054,CON0104,2026-09-06,2026-10-13,BUY005,INR,Approved
PO000955,SUP0067,,2026-09-06,2026-10-11,BUY006,INR,Cancelled
PO000956,SUP0089,CON0029,2026-09-06,2026-09-15,BUY020,INR,Approved
PO000957,SUP0081,,2026-09-06,2026-10-02,BUY001,INR,Cancelled
PO000958,SUP0031,CON0035,2026-09-06,2026-09-25,BUY020,INR,Approved
PO000959,SUP0098,CON0116,2026-09-06,2026-10-17,BUY007,INR,Approved
PO000960,SUP0007,CON0079,2026-09-06,2026-09-25,BUY016,INR,Completed
PO000961,SUP0023,CON0087,2026-09-06,2026-09-23,BUY002,INR,Approved
PO000962,SUP0037,CON0133,2026-09-06,2026-09-26,BUY020,INR,Completed
PO000963,SUP0006,CON0067,2026-09-06,2026-09-19,BUY006,INR,Approved
PO000964,SUP0063,CON0010,2026-09-06,2026-10-15,BUY015,INR,Cancelled
PO000965,SUP0075,CON0098,2026-09-06,2026-10-03,BUY008,INR,Approved
PO000966,SUP0042,CON0096,2026-09-06,2026-09-27,BUY014,INR,Approved
PO000967,SUP0049,,2026-09-06,2026-09-27,BUY019,INR,Completed
PO000968,SUP0007,CON0079,2026-09-06,2026-10-10,BUY006,INR,Completed
PO000969,SUP0048,CON0031,2026-09-06,2026-09-21,BUY012,INR,Approved
PO000970,SUP0026,,2026-09-06,2026-10-04,BUY019,INR,Approved
PO000971,SUP0036,CON0083,2026-09-06,2026-09-21,BUY015,INR,Completed
PO000972,SUP0022,,2026-09-06,2026-10-04,BUY010,INR,Cancelled
PO000973,SUP0021,,2026-09-06,2026-09-23,BUY018,INR,Approved
PO000974,SUP0012,,2026-09-06,2026-10-09,BUY016,INR,Approved
PO000975,SUP0076,,2026-09-06,2026-10-13,BUY009,INR,Approved
PO000976,SUP0094,,2026-09-06,2026-10-10,BUY008,INR,Approved
PO000977,SUP0042,CON0096,2026-09-06,2026-10-10,BUY005,INR,Cancelled
PO000978,SUP0001,,2026-09-06,2026-10-09,BUY002,INR,Completed
PO000979,SUP0094,,2026-09-06,2026-10-15,BUY017,INR,Completed
PO000980,SUP0062,CON0011,2026-09-06,2026-09-19,BUY003,INR,Cancelled
PO000981,SUP0097,CON0128,2026-09-06,2026-09-13,BUY007,INR,Approved
PO000982,SUP0046,CON0043,2026-09-06,2026-10-01,BUY001,INR,Completed
PO000983,SUP0086,CON0141,2026-09-06,2026-10-02,BUY019,INR,Cancelled
PO000984,SUP0004,CON0085,2026-09-06,2026-10-12,BUY013,INR,Approved
PO000985,SUP0048,CON0031,2026-09-06,2026-10-12,BUY003,INR,Completed
PO000986,SUP0089,CON0029,2026-09-06,2026-10-04,BUY014,INR,Approved
PO000987,SUP0090,CON0101,2026-09-06,2026-10-17,BUY003,INR,Cancelled
PO000988,SUP0043,CON0110,2026-09-06,2026-09-16,BUY002,INR,Approved
PO000989,SUP0050,CON0005,2026-09-06,2026-10-06,BUY012,INR,Approved
PO000990,SUP0023,CON0087,2026-09-06,2026-10-18,BUY005,INR,Approved
PO000991,SUP0031,CON0086,2026-09-06,2026-10-17,BUY019,INR,Approved
PO000992,SUP0097,CON0128,2026-09-06,2026-09-27,BUY017,INR,Completed
PO000993,SUP0036,CON0083,2026-09-06,2026-09-16,BUY015,INR,Completed
PO000994,SUP0065,,2026-09-06,2026-10-16,BUY016,INR,Cancelled
PO000995,SUP0087,,2026-09-06,2026-10-17,BUY015,INR,Cancelled
PO000996,SUP0048,CON0031,2026-09-06,2026-09-17,BUY003,INR,Approved
PO000997,SUP0051,CON0022,2026-09-06,2026-09-24,BUY004,INR,Approved
PO000998,SUP0036,CON0083,2026-09-06,2026-09-20,BUY005,INR,Approved
PO000999,SUP0067,,2026-09-06,2026-09-14,BUY018,INR,Approved
PO001000,SUP0061,,2026-09-06,2026-10-05,BUY001,INR,Approved
PO001001,SUP0025,CON0048,2026-09-06,2026-09-17,BUY017,INR,Approved
PO001002,SUP0053,CON0103,2026-09-06,2026-10-20,BUY016,INR,Cancelled
PO001003,SUP0086,,2026-09-06,2026-10-16,BUY015,INR,Completed
PO001004,SUP0039,CON0041,2026-09-06,2026-10-19,BUY006,INR,Approved
PO001005,SUP0030,CON0063,2026-09-06,2026-10-13,BUY002,INR,Approved
PO001006,SUP0046,CON0043,2026-09-06,2026-10-01,BUY020,INR,Approved
PO001007,SUP0092,CON0002,2026-09-06,2026-10-17,BUY005,INR,Approved
PO001008,SUP0031,CON0086,2026-09-06,2026-09-20,BUY019,INR,Approved
PO001009,SUP0057,CON0039,2026-09-06,2026-09-29,BUY018,INR,Approved
PO001010,SUP0086,,2026-09-06,2026-10-03,BUY005,INR,Approved
PO001011,SUP0058,,2026-09-06,2026-10-17,BUY018,INR,Approved
PO001012,SUP0016,CON0138,2026-09-06,2026-09-14,BUY005,INR,Completed
PO001013,SUP0041,CON0105,2026-09-06,2026-09-22,BUY010,INR,Completed
PO001014,SUP0038,CON0044,2026-09-06,2026-10-19,BUY011,INR,Approved
PO001015,SUP0094,,2026-09-06,2026-10-13,BUY005,INR,Cancelled
PO001016,SUP0015,CON0068,2026-09-06,2026-10-02,BUY015,INR,Approved
PO001017,SUP0012,CON0027,2026-09-06,2026-10-03,BUY019,INR,Cancelled
PO001018,SUP0029,,2026-09-06,2026-09-30,BUY003,INR,Cancelled
PO001019,SUP0058,,2026-09-06,2026-09-18,BUY013,INR,Approved
PO001020,SUP0063,CON0010,2026-09-06,2026-10-03,BUY012,INR,Completed
PO001021,SUP0019,,2026-09-06,2026-10-10,BUY012,INR,Approved
PO001022,SUP0037,CON0133,2026-09-06,2026-10-05,BUY018,INR,Approved
PO001023,SUP0028,CON0102,2026-09-06,2026-10-11,BUY015,INR,Approved
PO001024,SUP0021,,2026-09-06,2026-10-10,BUY014,INR,Approved
