payment_id,invoice_id,payment_date,payment_amount
PAY001167,INV001936,2026-11-21,16771403.11
PAY001168,INV001937,2026-11-02,13950582.57
PAY001169,INV001938,2026-09-27,8005856.69
PAY001170,INV001939,2026-11-26,23292959.82
PAY001171,INV001940,2026-11-20,15037509.77
PAY001172,INV001941,2026-10-11,26134104.47
PAY001173,INV001944,2026-10-20,13755378.82
PAY001174,INV001946,2026-10-13,28305873.37
PAY001175,INV001948,2026-11-04,15924980.97
PAY001176,INV001949,2026-11-19,21280992.51
PAY001177,INV001950,2026-11-09,12538144.13
PAY001178,INV001951,2026-11-06,2734450.31
PAY001179,INV001952,2026-10-23,27008292.46
PAY001180,INV001953,2026-10-30,4718768.21
PAY001181,INV001954,2026-10-27,13352300.84
PAY001182,INV001957,2026-11-07,1235053.08
PAY001183,INV001958,2026-10-23,27467887.87
PAY001184,INV001959,2026-10-22,4047779.94
PAY001185,INV001960,2026-11-08,33479742.48
PAY001186,INV001963,2026-09-16,11115797.76
PAY001187,INV001965,2026-10-24,22700212.82
PAY001188,INV001968,2026-10-11,955578.36
PAY001189,INV001969,2026-10-27,12835583.85
PAY001190,INV001970,2026-09-30,23098278.82
PAY001191,INV001971,2026-10-03,20632390.83
PAY001192,INV001974,2026-11-08,15118202.24
